id,site.lat,site.lng,site.vs30,building.year_of_construction,building.num_stories,building.building_type_id,building.occupancy_id,building.total_area_ft,building.building_ht_ft,hazard.return_periods
SF201006.0002689,37.79379128,-122.4009793,275,1952,11,C2c,1,126192,136,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003893,37.79339725,-122.4031935,275,1936,11,C2b,1,92576,134,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006403,37.79226004,-122.4012292,275,1909,11,C1a,7,62777,136,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004169,37.79294753,-122.4001775,275,1910,11,S1b,9,88396,133,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007470,37.79021559,-122.4026811,275,1906,11,C1b,9,56232,128,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011147,37.7900373,-122.4007644,275,1913,11,S2a,1,40986,126,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010057,37.78962257,-122.404048,275,1907,11,S1b,9,44594,129,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006430,37.78793459,-122.4057239,275,1908,11,S1a,1,62535,137,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005953,37.78823295,-122.4064683,275,1908,11,S2b,9,66726,130,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005789,37.78849345,-122.4047391,275,1908,11,C2b,1,68365,127,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008023,37.78697862,-122.4055246,275,1909,11,S2b,9,53394,134,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001669,37.78564387,-122.4052497,275,1968,11,C2a,1,185449,136,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019899,37.78797018,-122.4001649,275,1906,11,C2a,9,26334,136,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001388,37.78765107,-122.4027262,275,1906,11,S2b,1,212641,130,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001118,37.79371986,-122.3946557,180,1979,11,S1a,1,249271,130,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001625,37.78563857,-122.3984232,275,1970,11,C1a,9,189497,133,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0125877,37.78625419,-122.3984902,275,1909,11,C2a,,12166,131,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000344,37.78560299,-122.3959418,275,1988,11,C1a,1,531135,131,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012621,37.79454908,-122.4029107,275,1908,10,S2c,1,33470,114,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006728,37.79230522,-122.4014758,275,1912,10,S2a,1,54890,124,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0073218,37.7914588,-122.4001503,275,1910,10,S2a,1,14480,125,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017038,37.7911888,-122.4067818,800,1928,10,C1b,7,26380,114,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017529,37.78998548,-122.4056884,275,1910,10,S2b,9,25890,122,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0050885,37.79039809,-122.4037464,275,1906,10,S2b,1,16290,118,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004066,37.7883048,-122.4062356,275,1909,10,S2b,1,81930,115,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000105,37.7879493,-122.4018947,275,1909,10,C1a,6,871800,121,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001378,37.78843433,-122.3998281,275,1898,10,RM2a,1,194700,125,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002725,37.79093578,-122.3985947,275,1988,10,S2a,1,113600,118,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000183,37.78588865,-122.400611,275,1909,10,S2a,,670230,124,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001065,37.78952596,-122.3911651,180,2008,10,C1a,7,233940,121,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001080,37.7875195,-122.3934181,180,1900,10,W2a,,231330,117,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001613,37.79596031,-122.4020572,275,1983,9,C2a,1,156024,108,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001766,37.79514831,-122.4011791,275,1929,9,C2a,1,145620,110,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003976,37.79546562,-122.4018616,275,1930,9,C2b,9,74637,104,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004042,37.7948218,-122.4060766,550,1966,9,C2a,9,73980,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007121,37.7935254,-122.399583,275,1908,9,S1a,1,47637,104,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002056,37.79344943,-122.4003219,275,1946,9,C1a,1,129528,109,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002923,37.79350409,-122.403696,275,1960,9,S1b,1,96111,112,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004488,37.79173561,-122.4019709,275,1918,9,C1a,9,68490,102,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001068,37.79099777,-122.4048292,275,1903,9,S2c,,210267,106,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014614,37.79079812,-122.4052085,275,2007,9,S2c,6,26712,102,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022502,37.79096517,-122.4052109,275,2007,9,C1a,6,20151,102,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005197,37.79073692,-122.4062324,800,1982,9,S1b,1,61218,106,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0076458,37.78975343,-122.405598,275,1905,9,S2a,9,12834,106,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009352,37.79055194,-122.4042177,275,1908,9,S2b,9,38691,110,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004337,37.78986088,-122.4011786,275,1923,9,S2a,1,70308,104,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002120,37.7896054,-122.4034919,275,1911,9,S1a,6,126306,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001969,37.78906955,-122.4046109,275,1908,9,C1a,1,133641,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000542,37.78942483,-122.4047198,275,1908,9,S1b,9,334872,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003827,37.78913336,-122.4065496,275,1984,9,S1a,6,77085,107,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008882,37.78930687,-122.4066701,275,1908,9,S2a,9,40383,111,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0131264,37.78857828,-122.4038059,275,1908,9,C2b,9,9576,110,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008852,37.78849239,-122.4038574,275,1907,9,S1b,1,40500,111,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012351,37.78810793,-122.4036984,275,1907,9,S2a,1,30699,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004786,37.7881455,-122.4041115,275,1908,9,C1b,9,65421,103,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000674,37.78697567,-122.4059291,275,1974,9,S2c,9,293445,108,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003361,37.78684909,-122.4036653,275,1908,9,S2b,1,86760,107,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000099,37.78532677,-122.4043618,275,1989,9,S1a,6,799722,102,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002464,37.78819495,-122.40097,275,1912,9,S1b,9,111213,108,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001582,37.78746036,-122.4012869,275,1907,9,S2c,7,158679,107,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000581,37.79248626,-122.3962247,275,1925,9,S2a,,319194,102,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001827,37.78705061,-122.4004025,275,1901,9,S1a,9,141462,111,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000372,37.78915565,-122.3943143,180,1928,9,C2a,1,414594,111,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000175,37.79078369,-122.3909396,180,2000,9,S1a,1,617364,106,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001109,37.78762374,-122.3904802,800,1991,9,S2b,7,205362,105,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000664,37.79514609,-122.4044917,275,1970,8,S2a,6,262536,97,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0072431,37.79396213,-122.4025937,275,1907,8,C1a,1,11624,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011419,37.79382424,-122.3966855,275,1908,8,C2b,1,29152,101,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002215,37.79266122,-122.4065174,275,1926,8,S1a,1,108344,98,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000336,37.79184916,-122.4068372,800,1908,8,S2c,6,388016,98,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004356,37.79229974,-122.401667,275,1928,8,C1a,9,62288,101,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014564,37.7922048,-122.4018877,275,1907,8,C1a,1,23808,90,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0026980,37.79215035,-122.4020027,275,1928,8,S1a,1,16424,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005559,37.79235276,-122.4001285,275,1907,8,C1b,1,51360,101,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002349,37.79250675,-122.3994289,275,1956,8,C2a,1,102824,95,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002598,37.79208555,-122.3993651,275,1907,8,S2b,1,94728,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012974,37.79160296,-122.4003065,275,1908,8,S2b,1,26184,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010551,37.79173322,-122.4005494,275,1908,8,C1b,1,31272,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012646,37.79132513,-122.4043303,275,1907,8,C2c,1,26736,98,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001481,37.79012965,-122.4067255,275,1936,8,C2b,1,148360,90,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000319,37.78995542,-122.4063972,275,1960,8,C2b,10,395744,97,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004124,37.79016843,-122.405851,275,1901,8,C1a,7,64808,100,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0038366,37.78986546,-122.4048836,275,1911,8,S2a,9,14280,95,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0018957,37.79066691,-122.403751,275,1907,8,C2c,9,19728,98,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002381,37.79018338,-122.4029896,275,1917,8,C1b,1,101672,99,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004775,37.789096,-122.4042792,275,1909,8,C1a,1,58408,92,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005508,37.7880871,-122.4046358,275,1920,8,C1b,9,51752,99,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010474,37.78855443,-122.4049561,275,1907,8,C2b,1,31472,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002379,37.78855494,-122.4042628,275,1908,8,S2c,1,101720,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012563,37.78860193,-122.4040417,275,1906,8,S2c,9,26888,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016062,37.78844922,-122.4033041,275,1986,8,S2c,1,22008,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001148,37.78742032,-122.4043224,275,1912,8,S2c,1,177280,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010665,37.78715187,-122.4051809,275,1909,8,C2b,1,30960,90,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000451,37.78735945,-122.4058793,275,1903,8,C2a,9,331304,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017136,37.78631094,-122.4060773,275,1909,8,C2a,9,21008,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004469,37.7864714,-122.4060854,275,1909,8,C2b,9,61144,92,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003504,37.78655353,-122.4040874,275,1907,8,C1a,1,74544,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000321,37.78622011,-122.4042256,275,2001,8,S1b,6,394320,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000758,37.78717179,-122.402381,275,1970,8,C1a,10,243080,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001545,37.79015648,-122.3986414,275,1917,8,C2b,1,143368,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000212,37.79331514,-122.3940219,180,1979,8,S1a,1,491032,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007591,37.78781916,-122.3991619,275,1907,8,C1b,1,40448,90,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001175,37.78625438,-122.3994988,275,1920,8,C1b,1,173960,101,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000159,37.79005914,-122.3901009,180,1914,8,S2a,7,576544,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000199,37.78811211,-122.3910925,180,2008,8,S1b,1,516048,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001955,37.78897097,-122.3918842,180,1902,8,C2b,7,119448,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002765,37.78769396,-122.3927067,180,2014,8,C1a,7,89584,93,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003006,37.78646153,-122.3951815,275,1901,8,C2b,7,83392,94,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000886,37.78802792,-122.3896297,180,1987,8,C2b,7,216488,91,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000710,37.79630327,-122.4009025,275,1900,7,S1a,4,221018,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017006,37.7957064,-122.4007382,275,1983,7,S2c,1,18494,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002269,37.7952197,-122.4006906,275,1901,7,C2a,6,92974,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003550,37.79388096,-122.3969582,275,1908,7,C1a,9,64470,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002226,37.79414479,-122.398565,275,2000,7,S1b,1,94437,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004661,37.79357965,-122.3993037,275,1913,7,C2b,1,51961,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008252,37.79259413,-122.4071385,275,1927,7,C1b,7,33257,79,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019061,37.7925757,-122.4073809,275,2001,7,S2b,7,17206,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013580,37.79248704,-122.4012622,275,1925,7,S1b,1,22008,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008499,37.79270142,-122.3994788,275,1986,7,S2c,1,32522,85,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007575,37.79206715,-122.3999892,275,1908,7,C1a,1,35434,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010817,37.79098495,-122.4038396,275,1913,7,C2a,7,26747,89,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008475,37.79072474,-122.4057565,800,1912,7,C2b,7,32592,78,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005055,37.79059387,-122.4069197,800,1908,7,S2b,9,48601,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005168,37.78983781,-122.405854,275,1909,7,C2b,1,47803,82,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0021374,37.78993732,-122.4040896,275,1910,7,C2b,1,16093,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003679,37.78997566,-122.4048187,275,1909,7,C1a,9,62132,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004197,37.79033555,-122.4052972,275,1912,7,C1a,9,55902,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005539,37.79006104,-122.4033333,275,1987,7,C2b,1,45045,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008962,37.78961386,-122.4014352,275,1923,7,C2b,1,31185,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008026,37.78913094,-122.4050026,275,1908,7,C2c,1,33971,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003286,37.78948907,-122.4040876,275,1909,7,S2a,1,68579,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0047577,37.78923315,-122.4055655,275,1908,7,C2b,9,11655,82,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005578,37.78889068,-122.4057063,275,1907,7,C2c,9,44786,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002867,37.78879294,-122.4065475,275,1910,7,C2b,9,76006,89,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012017,37.78931716,-122.4064355,275,1907,7,C2a,9,24430,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007316,37.78777232,-122.406335,275,1987,7,S2a,9,36323,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012097,37.78838253,-122.4057062,275,1908,7,S2a,1,24304,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024528,37.78840297,-122.4065019,275,1909,7,C2b,1,15022,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005350,37.78834406,-122.4060202,275,1908,7,C2a,1,46564,85,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012651,37.78845119,-122.4055887,275,1909,7,C1b,9,23394,78,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002114,37.787974,-122.405432,275,1984,7,S2b,9,98476,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004892,37.78826898,-122.4038371,275,1909,7,C1b,9,49980,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019987,37.78797522,-122.4047274,275,1920,7,C1b,9,16709,89,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005966,37.7880579,-122.4048628,275,1920,7,C1a,1,42413,85,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004528,37.78851741,-122.4045383,275,1908,7,C1a,9,52941,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004905,37.78698975,-122.4051508,275,1910,7,S2b,9,49882,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001943,37.78668719,-122.4038955,275,1908,7,C1b,9,104825,85,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003409,37.78557639,-122.4034901,275,1900,7,RM2a,2,66759,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0010545,37.78877844,-122.4011463,275,1914,7,C2c,1,27377,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017300,37.78858891,-122.400926,275,1907,7,C2a,9,18256,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017094,37.78984597,-122.3981044,275,1908,7,C2b,1,18410,78,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007058,37.78974776,-122.3979107,275,1907,7,C1b,1,37261,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005460,37.78959203,-122.3991734,275,1913,7,C1b,1,45584,79,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000785,37.78926098,-122.398879,275,1976,7,C1a,4,208530,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001964,37.79157644,-122.3975678,275,1981,7,S2c,9,104286,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005323,37.79314416,-122.392507,180,1984,7,S1a,1,46732,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001651,37.79269969,-122.391962,180,1926,7,S1b,1,119056,86,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002369,37.79241446,-122.3916952,180,1986,7,S2a,1,89523,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000121,37.79249851,-122.3931079,180,1925,7,S2c,7,554050,82,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000265,37.79196782,-122.3924427,180,1925,7,S2b,7,379197,82,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011781,37.78728408,-122.3984801,275,1912,7,S1a,1,24801,78,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004366,37.78767556,-122.3997436,275,1907,7,C2c,1,54397,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005896,37.7873089,-122.3993595,275,1907,7,C1b,1,42861,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006663,37.78710386,-122.3990806,275,1908,7,C1a,1,38703,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002347,37.78695959,-122.3995424,275,1907,7,C1b,1,89985,88,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019280,37.78616381,-122.3998201,275,1971,7,C2b,1,17080,81,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003651,37.78669388,-122.3988682,275,1904,7,C2c,9,62601,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007331,37.78723917,-122.3999385,275,1907,7,C2a,1,36246,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002526,37.78741899,-122.3999971,275,1908,7,C1b,4,84763,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005883,37.78750384,-122.3998153,275,1907,7,C2b,1,42931,84,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001518,37.78636033,-122.4003082,275,1999,7,C2b,10,127456,85,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000404,37.78649964,-122.3970287,275,2001,7,S1b,1,308266,87,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004637,37.78874743,-122.3931702,180,1918,7,S2a,1,52157,83,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001608,37.79088726,-122.3924779,180,1968,7,C1b,1,121828,80,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
